Execucao,Linha,Coluna,Menor Soma Global,IndiceI,IndiceJ,alturaMenorXlarguraMenor,Submatrizes Percorridas,Tempo Total (s),
6,2,2,-6,1,0,1x2,9,1e-06
6,74,74,-179177,12,1,12x48,7700625,0.068953
6,65,65,-149380,2,37,57x19,4601025,0.041617
6,3,3,-22,0,0,3x1,36,2e-06
6,61,61,-176515,0,23,60x32,3575881,0.032063
6,53,53,-127317,20,0,27x51,2047761,0.018461
6,32,32,-38938,4,2,26x26,278784,0.002572
6,75,75,-427790,21,16,49x55,8122500,0.073115
6,34,34,-46313,0,12,31x14,354025,0.003332
6,36,36,-58367,0,0,30x29,443556,0.004047
6,58,58,-188627,9,4,45x30,2927521,0.026298
6,19,19,-3439,7,2,9x5,36100,0.000344
6,68,68,-292209,8,15,59x50,5503716,0.049667
6,76,76,-356242,10,44,51x30,8561476,0.076536
6,70,70,-209499,47,4,23x66,6175225,0.055617
6,16,16,-4055,0,6,15x8,18496,0.000209
6,29,29,-16356,6,10,20x17,189225,0.001768
6,69,69,-242348,3,0,19x51,5832225,0.052956
6,59,59,-256693,13,1,38x45,3132900,0.02824
6,21,21,-6258,10,1,11x10,53361,0.000517
6,71,71,-454587,9,17,55x34,6533136,0.058558
6,44,44,-70042,17,3,22x34,980100,0.008844
6,62,62,-250979,0,0,25x51,3814209,0.036021
6,41,41,-80497,9,1,29x28,741321,0.006736
6,60,60,-158633,21,28,35x32,3348900,0.030561
6,64,64,-122979,56,10,7x30,4326400,0.038788
6,11,11,-910,0,0,10x7,4356,5.8e-05
6,31,31,-14896,15,4,14x9,246016,0.002256
6,12,12,-1957,5,1,5x11,6084,6.5e-05
6,37,37,-29113,9,1,28x19,494209,0.004501
6,42,42,-64769,7,6,35x22,815409,0.007452
6,52,52,-109523,19,0,20x48,1898884,0.017094
6,46,46,-89239,2,18,37x28,1168561,0.010564
6,77,77,-400077,21,2,45x32,9018009,0.081293
6,54,54,-127050,5,12,24x42,2205225,0.020023
6,48,48,-69315,6,5,10x40,1382976,0.012479
6,1,1,-1,0,0,1x1,1,1e-06
6,78,78,-667707,0,0,60x69,9492561,0.084931
6,57,57,-261123,2,6,53x39,2732409,0.02459
6,33,33,-26253,18,6,15x26,314721,0.002932
6,17,17,-4046,2,9,15x8,23409,0.000264
6,6,6,-159,1,0,5x3,441,7e-06
6,56,56,-159220,7,16,48x39,2547216,0.022986
6,50,50,-113440,31,0,19x28,1625625,0.01504
6,9,9,-413,2,1,4x5,2025,2.8e-05
6,8,8,-333,0,1,7x5,1296,1.9e-05
6,30,30,-23367,5,1,17x28,216225,0.002007
6,49,49,-89671,28,2,14x27,1500625,0.013451
6,5,5,-65,1,0,2x4,225,4e-06
